点赞,特色,耗时,实体类型,经度,课程时长,价格,门票价格,entity_name,名称,产地,来源详情,赞同,文化项目,游玩建议,数据质量,来源数量,天数,交通,适合年龄,收费,贴士,行政区,房型,内容摘要,内容,所属店铺,预约方式,主题,线路名,保护级别,来源平台,时间,分类,地址,标签,适宜季节,entity_id,热度分数,关联内容数,景点,简介,来源,内容分类,开放时间,数据来源,推荐路线,纬度,标题,评论数,信任等级,摘要,推荐游览顺序,来源URL,来源列表,门票数值,评分,最佳季节,图片URL,游玩时长(分钟)
,,,,,,,,绍兴越国文化博物馆,,,,,,,,,,,,,,,,,,,,绍兴越国文化博物馆最佳游览季,,,comprehensive,四季皆宜,,,,,展馆0124,,,绍兴越国文化博物馆,,,seasonal_event,,comprehensive,,,,,2,,,comprehensive:seasonal:绍兴越国文化博物馆,,,,,,
,,,,,,,,绍兴博物馆,,,,,,,,,,,,,,,,,,,,绍兴气象博物馆最佳游览季,,,comprehensive,四季皆宜,,,,,展馆0119,,,绍兴气象博物馆,,,seasonal_event,,comprehensive,,,,,2,,,comprehensive:seasonal:绍兴气象博物馆,,,,,,
,,,,,,,,绍兴市图书馆,,,,,,,,,,,,,,,,,,,,绍兴市图书馆最佳游览季,,,comprehensive,四季皆宜,,,,,展馆0125,,,绍兴市图书馆,,,seasonal_event,,comprehensive,,,,,2,,,comprehensive:seasonal:绍兴市图书馆,,,,,,
,,,,,,,,绍兴古城墙遗址,,,,,,,,,,,,,,,,,,,,绍兴古城墙遗址最佳游览季,,,comprehensive,四季皆宜,,,,,景点0067,,,绍兴古城墙遗址,,,seasonal_event,,comprehensive,,,,,2,,,comprehensive:seasonal:绍兴古城墙遗址,,,,,,
,,,,,,,,中国黄酒博物馆,,,,,绍兴黄酒酿造技艺,,,,,,,,,,,开酿仪式、黄酒品鉴、酒道表演,,,,中国绍兴黄酒节,,,comprehensive,每年11月,,,,,展馆0120,,,,,,seasonal_event,,comprehensive,,,,,3,,,comprehensive:event:绍兴黄酒酿造技艺,,,,,,
,,,,,,,,,,,,,越剧,,,,,,,,,,,汇聚全国越剧名家演出,,,,中国越剧艺术节,,,comprehensive,每两年一届,,,,,,,,,,,seasonal_event,,comprehensive,,,,,3,,,comprehensive:event:越剧,,,,,,
,,,,,,,,大禹陵,,,,,大禹祭典,,,,,,,,,,,国家级非遗，仪仗庄严隆重,,,,公祭大禹陵典礼,,,comprehensive,每年清明节,,,,,景点0007,,,,,,seasonal_event,,comprehensive,,,,,3,,,comprehensive:event:大禹祭典,,,,,,
,,,,,,,,绍兴祝福仪式,,,,,绍兴祝福仪式,,,,,,,,,,,绍兴特有年终祭祀，鲁迅小说祝福场景,,,,祝福仪式,,,comprehensive,农历腊月廿三至除夕,,,,,景点0098,,,,,,seasonal_event,,comprehensive,,,,,3,,,comprehensive:event:绍兴祝福仪式,,,,,,
,,,,,,,,,,,,,绍兴水乡婚俗,,,,,,,,,,,安昌古镇水上婚礼表演，再现绍兴水乡传统婚俗,,,,安昌水上婚礼,,,comprehensive,腊月风情节期间,,,,,,,,,,,seasonal_event,,comprehensive,,,,,3,,,comprehensive:event:绍兴水乡婚俗,,,,,,
,,,,,,,,绍兴非遗·绍兴端午龙舟,,,,,绍兴端午习俗,,,,,,,,,,,鉴湖和环城河举办龙舟赛配粽子黄酒共庆端午,,,,绍兴端午龙舟赛,,,comprehensive,农历五月初五,,,,,景点0117,,,,,,seasonal_event,,comprehensive,,,,,3,,,comprehensive:event:绍兴端午习俗,,,,,,
,,,,,,,,绍兴社日习俗,,,,,绍兴社日习俗,,,,,,,,,,,农村搭台唱社戏祭祀土地神鲁迅社戏描写场景,,,,社日,,,comprehensive,春秋两季,,,,,景点0111,,,,,,seasonal_event,,comprehensive,,,,,3,,,comprehensive:event:绍兴社日习俗,,,,,,
,,,,,,,,绍兴非遗·绍兴端午龙舟,,,,,绍兴非遗·绍兴端午龙舟,,,,,,,,,,,鉴湖和环城河举办龙舟赛，百舸争流热闹非凡。,,,,绍兴端午龙舟赛,,,comprehensive,农历五月初五,,,,,景点0117,,,,,,seasonal_event,,comprehensive,,,,,3,,,comprehensive:event:绍兴非遗·绍兴端午龙舟,,,,,,
,,,,,,,,绍兴非遗·绍兴立夏习俗,,,,,绍兴非遗·绍兴立夏习俗,,,,,,,,,,,吃豌豆饭称体重，绍兴传统节气民俗。,,,,立夏,,,comprehensive,每年5月5日前后,,,,,景点0118,,,,,,seasonal_event,,comprehensive,,,,,3,,,comprehensive:event:绍兴非遗·绍兴立夏习俗,,,,,,
,,,,,,,,宛委山,,,,,,,,,,,,,,,,宛委山樱花、吼山桃花、镜湖湿地油菜花、兰亭竹林新绿。春季是绍兴最美的季节，各处花开如海。,,,,绍兴春季赏花指南,,,,每年3-4月,,,,,景点0031,,,宛委山/吼山/镜湖/兰亭,,,,,comprehensive,,,,,3,,,comprehensive:event:spring_flowers,,,,,,
,,,,,,,,天姥山,,,,,,,,,,,,,,,,会稽山红叶、大香林桂花、天姥山秋色、鉴湖桂花节。秋季天高气爽，是绍兴最佳旅游季节。,,,,绍兴秋季红叶观赏,,,,每年10-11月,,,,,景点0019,,,会稽山/大香林/天姥山/鉴湖,,,,,comprehensive,,,,,3,,,comprehensive:event:autumn_leaves,,,,,,
,,,,,,,,百丈飞瀑,,,,,,,,,,,,,,,,东湖水洞（洞内温差约10℃）、百丈飞瀑峡谷、五泄风景区、新昌大佛寺山林。,,,,绍兴避暑胜地推荐,,,,每年7-8月,,,,,景点0024,,,东湖/百丈飞瀑/五泄/新昌大佛寺,,,,,comprehensive,,,,,3,,,comprehensive:event:summer_cool,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,绍兴温泉城、嵊州中翔温泉。冬季泡温泉暖身养生，搭配安昌古镇腊味美食一日游。,,,,绍兴冬季温泉之旅,,,,每年12-2月,,,,,,,,绍兴温泉城/安昌古镇,,,,,comprehensive,,,,,3,,,comprehensive:event:winter_hotspring,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,新昌大佛寺（江南第一大佛）、会稽山兜率天宫（弥勒道场）、柯岩大佛（隋代石刻）。,,,,绍兴佛教文化之旅,,,,全年,,,,,,,,新昌大佛寺/兜率天宫/柯岩,,,,,comprehensive,,,,,3,,,comprehensive:event:buddhist_tour,,,,,,
,,,,,,,,天姥山,,,,,,,,,,,,,,,,天姥山（李白梦游）→镜湖（贺知章故里）→若耶溪→云门寺。追寻450余位唐代诗人足迹。,,,,绍兴唐诗之路,,,,春秋季,,,,,景点0019,,,天姥山/镜湖/若耶溪,,,,,comprehensive,,,,,3,,,comprehensive:event:tang_poem_road,,,,,,
,,,,,,,,仓桥直街,,,,,,,,,,,,,,,,八字桥（古桥水乡经典画面）、仓桥直街（红灯笼夜景）、覆卮山梯田（春季油菜花）、东湖乌篷船。,,,,绍兴摄影打卡地,,,,全年,,,,,景点0012,,,八字桥/仓桥直街/覆卮山/东湖,,,,,comprehensive,,,,,3,,,comprehensive:event:photo_spots,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,国庆期间绍兴各景区人流量大，建议提前预约。推荐错峰游：鲁迅故里（早8:30）、仓桥直街（晚上）。安昌古镇国庆客流较大建议工作日去。,,,,绍兴国庆黄金周推荐,,,,每年10月1-7日,,,,,,,,全市,,,,,comprehensive,,,,,3,,,comprehensive:event:golden_week,,,,,,
,,,,,,,,绍兴环城河,,,,,,,,,,,,,,,,绍兴水乡端午有赛龙舟习俗，鉴湖、环城河等地举办龙舟赛。配粽子、黄酒共庆佳节。,,,,绍兴端午龙舟,,,,农历五月初五,,,,,景点0052,,,鉴湖/环城河,,,,,comprehensive,,,,,3,,,comprehensive:event:dragon_boat,,,,,,
,,,,,,,,沈园,,,,,,,,,,,,,,,,鉴湖泛舟赏月、沈园月下听曲、府山登高望月。配黄酒月饼共度中秋佳节。,,,,绍兴中秋赏月,,,,农历八月十五,,,,,景点0002,,,鉴湖/沈园/府山,,,,,comprehensive,,,,,3,,,comprehensive:event:mid_autumn,,,,,,
,市区精华+柯岩鉴湖+东湖兰亭，节奏适中,,,,,,,沈园,,,,,,,,,3天,,,,,,,,,,,,绍兴三日深度游,,,,,,,,景点0002,,,D1:鲁迅故里→沈园→书圣故里(晚)  D2:柯岩风景区(全天)→仓桥直街(晚)  D3:东湖→兰亭→安昌古镇,,,,,comprehensive,,,,,3,,,comprehensive:route:3day_deep,,,,,,
,上虞精华:梯田风光+孝文化体验，春季油菜花季最佳,,,,,,,覆卮山,,,,,,,,,1天,,,,,,,,,,,,绍兴上虞一日游,,,,,,,,景点0021,,,覆卮山千年梯田→曹娥庙→中华孝德园,,,,,comprehensive,,,,,3,,,comprehensive:route:shangyu1day,,,,,,
,,,,,,,,,,,{'local_news': 1},,,,,1,,,,,,,,,绍兴市2025年新增3家国家4A级旅游景区，进一步丰富了绍兴旅游资源。,,,,,,,,,,,,,,,,,sxnews_static,official_notice,,local_news,,,绍兴新增3家4A级景区,,3,,,,,,,,,
,,,,,,,,,,,{'weixin': 1},,,,,1,,,,,,,,臭豆腐、梅干菜扣肉、茴香豆、绍兴黄酒、醉鸡、酱鸭、霉苋菜梗、糟鸡、奶油小攀、次坞打面,,,,,,,,,,,,,,,,,,,local_food,,weixin,,,绍兴必吃十大美食,,1,,,,,,,,,
4500,,,,,,,,,,,{'xiaohongshu': 1},,,,,1,,,,,,,,,1.安昌腊肠(40-60元/斤) 2.仁昌母子酱油(20-50元/瓶) 3.绍兴黄酒(各种年份) 4.梅干菜(15-30元/斤) 5.桂花糕/香糕 6.扯白糖 7.嵊州榨面 8.黄酒棒冰(现吃),,,,,,xiaohongshu_static,,,,购物推荐,,,,,,,,local_food,,xiaohongshu,,,绍兴特产买什么带回家,,1,,,xhs_static:绍兴特产买什么带回家,,,,,,
,,,,,,,,,茴香豆,,,,,,,,,,,,,,,,,咸亨酒店,,,,,comprehensive,,绍兴菜,,,,,,,,茴香豆——创建于清光绪二十年（1894年），因鲁迅小说《孔乙己》闻名天下。'多乎哉？不多也'的茴香豆配一碗太雕酒是标配。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:茴香豆,,,,,,
,,,,,,,,绍兴黄酒酿造技艺,绍兴黄酒,,,,,,,,,,,,,,,,,咸亨酒店,,,,,comprehensive,,绍兴菜,,,,景点0086,,,,绍兴黄酒——创建于清光绪二十年（1894年），因鲁迅小说《孔乙己》闻名天下。'多乎哉？不多也'的茴香豆配一碗太雕酒是标配。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:绍兴黄酒,,,,,,
,,,,,,,,,梅干菜扣肉,,,,,,,,,,,,,,,,,咸亨酒店,,,,,comprehensive,,绍兴菜,,,,,,,,梅干菜扣肉——创建于清光绪二十年（1894年），因鲁迅小说《孔乙己》闻名天下。'多乎哉？不多也'的茴香豆配一碗太雕酒是标配。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:梅干菜扣肉,,,,,,
,,,,,,,,绍兴特产·醉蟹,醉蟹,,,,,,,,,,,,,,,,,寻宝记绍兴菜,,,,,comprehensive,,绍兴菜,,,,美食0167,,,,醉蟹——仓桥直街核心位置的新派绍兴菜馆，装修古色古香，常年排队。将传统绍兴菜与现代口味完美结合。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:醉蟹,,,,,,
,,,,,,,,,宋嫂鱼羹,,,,,,,,,,,,,,,,,寻宝记绍兴菜,,,,,comprehensive,,绍兴菜,,,,,,,,宋嫂鱼羹——仓桥直街核心位置的新派绍兴菜馆，装修古色古香，常年排队。将传统绍兴菜与现代口味完美结合。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:宋嫂鱼羹,,,,,,
,,,,,,,,,清汤越鸡,,,,,,,,,,,,,,,,,状元楼,,,,,comprehensive,,绍兴菜,,,,,,,,清汤越鸡——绍兴老牌酒楼，以传统绍兴菜见长。清汤越鸡选用本地越鸡，汤清味醇，是绍兴十大名菜之一。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:清汤越鸡,,,,,,
,,,,,,,,,干菜焖肉,,,,,,,,,,,,,,,,,状元楼,,,,,comprehensive,,绍兴菜,,,,,,,,干菜焖肉——绍兴老牌酒楼，以传统绍兴菜见长。清汤越鸡选用本地越鸡，汤清味醇，是绍兴十大名菜之一。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:干菜焖肉,,,,,,
,,,,,,,,,鉴湖鱼头,,,,,,,,,,,,,,,,,状元楼,,,,,comprehensive,,绍兴菜,,,,,,,,鉴湖鱼头——绍兴老牌酒楼，以传统绍兴菜见长。清汤越鸡选用本地越鸡，汤清味醇，是绍兴十大名菜之一。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:鉴湖鱼头,,,,,,
,,,,,,,,,花雕鸡,,,,,,,,,,,,,,,,,孔乙己酒家,,,,,comprehensive,,绍兴菜,,,,,,,,花雕鸡——鲁迅主题绍兴菜馆，店内随处可见《孔乙己》元素。'多乎哉？不多也'的茴香豆是每桌必点。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:花雕鸡,,,,,,
,,,,,,,,,绍兴三臭,,,,,,,,,,,,,,,,,孔乙己酒家,,,,,comprehensive,,绍兴菜,,,,,,,,绍兴三臭——鲁迅主题绍兴菜馆，店内随处可见《孔乙己》元素。'多乎哉？不多也'的茴香豆是每桌必点。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:绍兴三臭,,,,,,
,,,,,,,,,鉴湖河鲜,,,,,,,,,,,,,,,,,绍兴饭店,,,,,comprehensive,,绍兴菜,,,,,,,,鉴湖河鲜——绍兴最老牌高端酒店，位于府山脚下园林式建筑。接待过众多中外政要，是体验正宗绍兴官府菜首选。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:鉴湖河鲜,,,,,,
,,,,,,,,,花雕醉蟹,,,,,,,,,,,,,,,,,绍兴饭店,,,,,comprehensive,,绍兴菜,,,,,,,,花雕醉蟹——绍兴最老牌高端酒店，位于府山脚下园林式建筑。接待过众多中外政要，是体验正宗绍兴官府菜首选。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:花雕醉蟹,,,,,,
,,,,,,,,,花雕醉鸡,,,,,,,,,,,,,,,,,绍东家,,,,,comprehensive,,绍兴菜,,,,,,,,花雕醉鸡——绍兴本地连锁品牌，菜品标准化环境干净现代。适合不习惯苍蝇馆子的游客，味道正宗价格亲民。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:花雕醉鸡,,,,,,
,,,,,,,,绍兴特产·酱鸭,酱鸭,,,,,,,,,,,,,,,,,绍东家,,,,,comprehensive,,绍兴菜,,,,美食0160,,,,酱鸭——绍兴本地连锁品牌，菜品标准化环境干净现代。适合不习惯苍蝇馆子的游客，味道正宗价格亲民。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:酱鸭,,,,,,
,,,,,,,,,酒酿圆子,,,,,,,,,,,,,,,,,绍东家,,,,,comprehensive,,绍兴菜,,,,,,,,酒酿圆子——绍兴本地连锁品牌，菜品标准化环境干净现代。适合不习惯苍蝇馆子的游客，味道正宗价格亲民。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:酒酿圆子,,,,,,
,,,,,,,,,酱鸭舌,,,,,,,,,,,,,,,,,柒舍小院,,,,,comprehensive,,绍兴菜,,,,,,,,酱鸭舌——隐藏在巷弄里的文艺私房菜馆，小院环境雅致。需提前预约，菜品精致有创意。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:酱鸭舌,,,,,,
,,,,,,,,,梅干菜河鳗,,,,,,,,,,,,,,,,,柒舍小院,,,,,comprehensive,,绍兴菜,,,,,,,,梅干菜河鳗——隐藏在巷弄里的文艺私房菜馆，小院环境雅致。需提前预约，菜品精致有创意。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:梅干菜河鳗,,,,,,
,,,,,,,,兰亭记,兰亭醉鸡,,,,,,,,,,,,,,,,,兰亭记,,,,,comprehensive,,绍兴菜,,,,美食0144,,,,兰亭醉鸡——兰亭景区旁的书法主题餐厅，每道菜都与书法文化相关。书法豆腐上用墨鱼汁写着'兰亭'二字。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:兰亭醉鸡,,,,,,
,,,,,,,,,书法豆腐,,,,,,,,,,,,,,,,,兰亭记,,,,,comprehensive,,绍兴菜,,,,,,,,书法豆腐——兰亭景区旁的书法主题餐厅，每道菜都与书法文化相关。书法豆腐上用墨鱼汁写着'兰亭'二字。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:书法豆腐,,,,,,
,,,,,,,,,曲水流觞宴,,,,,,,,,,,,,,,,,兰亭记,,,,,comprehensive,,绍兴菜,,,,,,,,曲水流觞宴——兰亭景区旁的书法主题餐厅，每道菜都与书法文化相关。书法豆腐上用墨鱼汁写着'兰亭'二字。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:曲水流觞宴,,,,,,
,,,,,,,,,生煎包,,,,,,,,,,,,,,,,,同心楼,,,,,comprehensive,,面点小吃,,,,,,,,生煎包——绍兴百年老店，以面点小吃闻名。生煎包底脆肉鲜汁多，是绍兴人从小吃到大的味道。每天清晨排长队。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:生煎包,,,,,,
,,,,,,,,,片儿川,,,,,,,,,,,,,,,,,同心楼,,,,,comprehensive,,面点小吃,,,,,,,,片儿川——绍兴百年老店，以面点小吃闻名。生煎包底脆肉鲜汁多，是绍兴人从小吃到大的味道。每天清晨排长队。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:片儿川,,,,,,
,,,,,,,,,小馄饨,,,,,,,,,,,,,,,,,同心楼,,,,,comprehensive,,面点小吃,,,,,,,,小馄饨——绍兴百年老店，以面点小吃闻名。生煎包底脆肉鲜汁多，是绍兴人从小吃到大的味道。每天清晨排长队。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:小馄饨,,,,,,
,,,,,,,,,小笼包,,,,,,,,,,,,,,,,,荣禄春,,,,,comprehensive,,面点小吃,,,,,,,,小笼包——始于清同治年间，以绍兴小笼包闻名。皮薄馅大汤汁鲜美，是本地人的心头好。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:小笼包,,,,,,
,,,,,,,,,虾肉馄饨,,,,,,,,,,,,,,,,,荣禄春,,,,,comprehensive,,面点小吃,,,,,,,,虾肉馄饨——始于清同治年间，以绍兴小笼包闻名。皮薄馅大汤汁鲜美，是本地人的心头好。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:虾肉馄饨,,,,,,
,,,,,,,,,蟹粉小笼,,,,,,,,,,,,,,,,,荣禄春,,,,,comprehensive,,面点小吃,,,,,,,,蟹粉小笼——始于清同治年间，以绍兴小笼包闻名。皮薄馅大汤汁鲜美，是本地人的心头好。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:蟹粉小笼,,,,,,
,,,,,,,,诸暨次坞打面馆,次坞打面,,,,,,,,,,,,,,,,,仓桥阿丘面馆,,,,,comprehensive,,面点小吃,,,,美食0145,,,,次坞打面——仓桥直街巷子里的地道面馆。次坞打面是诸暨特色，手工打制面条劲道有嚼劲。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:次坞打面,,,,,,
,,,,,,,,,三鲜面,,,,,,,,,,,,,,,,,仓桥阿丘面馆,,,,,comprehensive,,面点小吃,,,,,,,,三鲜面——仓桥直街巷子里的地道面馆。次坞打面是诸暨特色，手工打制面条劲道有嚼劲。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:三鲜面,,,,,,
,,,,,,,,嵊州小吃（鲁迅故里店）,嵊州小笼包,,,,,,,,,,,,,,,,,嵊州小吃（鲁迅故里店）,,,,,comprehensive,,面点小吃,,,,美食0134,,,,嵊州小笼包——嵊州是浙江小吃之乡。豆腐包用嫩豆腐做馅一咬爆汁。炒年糕不是炒的而是带汤的，是嵊州独有吃法。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:嵊州小笼包,,,,,,
,,,,,,,,,豆腐包,,,,,,,,,,,,,,,,,嵊州小吃（鲁迅故里店）,,,,,comprehensive,,面点小吃,,,,,,,,豆腐包——嵊州是浙江小吃之乡。豆腐包用嫩豆腐做馅一咬爆汁。炒年糕不是炒的而是带汤的，是嵊州独有吃法。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:豆腐包,,,,,,
,,,,,,,,新昌炒年糕店,炒年糕,,,,,,,,,,,,,,,,,嵊州小吃（鲁迅故里店）,,,,,comprehensive,,面点小吃,,,,美食0146,,,,炒年糕——嵊州是浙江小吃之乡。豆腐包用嫩豆腐做馅一咬爆汁。炒年糕不是炒的而是带汤的，是嵊州独有吃法。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:炒年糕,,,,,,
,,,,,,,,,三鲜打面,,,,,,,,,,,,,,,,,诸暨次坞打面馆,,,,,comprehensive,,面点小吃,,,,,,,,三鲜打面——次坞打面是非遗技艺，用竹杠反复打压面团使其劲道。入口弹牙、汤头鲜美，是诸暨第一面。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:三鲜打面,,,,,,
,,,,,,,,,大排打面,,,,,,,,,,,,,,,,,诸暨次坞打面馆,,,,,comprehensive,,面点小吃,,,,,,,,大排打面——次坞打面是非遗技艺，用竹杠反复打压面团使其劲道。入口弹牙、汤头鲜美，是诸暨第一面。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:大排打面,,,,,,
,,,,,,,,新昌炒年糕店,新昌炒年糕,,,,,,,,,,,,,,,,,新昌炒年糕店,,,,,comprehensive,,面点小吃,,,,美食0146,,,,新昌炒年糕——新昌炒年糕带汤，用冬笋、雪菜、肉丝同炒后加水煮，年糕软糯汤汁鲜美。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:新昌炒年糕,,,,,,
,,,,,,,,,糟肉年糕,,,,,,,,,,,,,,,,,新昌炒年糕店,,,,,comprehensive,,面点小吃,,,,,,,,糟肉年糕——新昌炒年糕带汤，用冬笋、雪菜、肉丝同炒后加水煮，年糕软糯汤汁鲜美。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:糟肉年糕,,,,,,
,,,,,,,,,青菜年糕,,,,,,,,,,,,,,,,,新昌炒年糕店,,,,,comprehensive,,面点小吃,,,,,,,,青菜年糕——新昌炒年糕带汤，用冬笋、雪菜、肉丝同炒后加水煮，年糕软糯汤汁鲜美。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:青菜年糕,,,,,,
,,,,,,,,王老汉臭豆腐,臭豆腐,,,,,,,,,,,,,,,,,王老汉臭豆腐,,,,,comprehensive,,街头小吃,,,,美食0135,,,,臭豆腐——绍兴臭豆腐代表摊位，外酥里嫩配上甜酱和辣酱。逛鲁迅故里时必吃的街头美食。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:臭豆腐,,,,,,
,,,,,,,,,萝卜丝饼,,,,,,,,,,,,,,,,,王老汉臭豆腐,,,,,comprehensive,,街头小吃,,,,,,,,萝卜丝饼——绍兴臭豆腐代表摊位，外酥里嫩配上甜酱和辣酱。逛鲁迅故里时必吃的街头美食。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:萝卜丝饼,,,,,,
,,,,,,,,,虾饼,,,,,,,,,,,,,,,,,王老汉臭豆腐,,,,,comprehensive,,街头小吃,,,,,,,,虾饼——绍兴臭豆腐代表摊位，外酥里嫩配上甜酱和辣酱。逛鲁迅故里时必吃的街头美食。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:虾饼,,,,,,
,,,,,,,,,油墩子,,,,,,,,,,,,,,,,,老台门臭豆腐,,,,,comprehensive,,街头小吃,,,,,,,,油墩子——书圣故里附近的老牌臭豆腐摊，据说有30多年历史。臭豆腐外酥里嫩酱料是秘制的。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:油墩子,,,,,,
,,,,,,,,,炸年糕,,,,,,,,,,,,,,,,,老台门臭豆腐,,,,,comprehensive,,街头小吃,,,,,,,,炸年糕——书圣故里附近的老牌臭豆腐摊，据说有30多年历史。臭豆腐外酥里嫩酱料是秘制的。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:炸年糕,,,,,,
,,,,,,,,高老太奶油小攀,奶油小攀,,,,,,,,,,,,,,,,,高老太奶油小攀,,,,,comprehensive,,甜品,,,,美食0136,,,,奶油小攀——奶油小攀是绍兴独有的传统甜品，类似蛋挞但口感更绵密。高老太是公认最正宗的，开了三十多年。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:奶油小攀,,,,,,
,,,,,,,,绘璟轩·黄酒奶茶,黄酒奶茶,,,,,,,,,,,,,,,,,绘璟轩·黄酒奶茶,,,,,comprehensive,,饮品,,,,美食0138,,,,黄酒奶茶——绍兴黄酒新喝法的代表店铺。黄酒+奶茶的跨界组合意外好喝，酒香与奶香融合，是年轻人打卡圣地。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:黄酒奶茶,,,,,,
,,,,,,,,,黄酒拿铁,,,,,,,,,,,,,,,,,绘璟轩·黄酒奶茶,,,,,comprehensive,,饮品,,,,,,,,黄酒拿铁——绍兴黄酒新喝法的代表店铺。黄酒+奶茶的跨界组合意外好喝，酒香与奶香融合，是年轻人打卡圣地。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:黄酒拿铁,,,,,,
,,,,,,,,,黄酒冰淇淋,,,,,,,,,,,,,,,,,绘璟轩·黄酒奶茶,,,,,comprehensive,,饮品,,,,,,,,黄酒冰淇淋——绍兴黄酒新喝法的代表店铺。黄酒+奶茶的跨界组合意外好喝，酒香与奶香融合，是年轻人打卡圣地。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:黄酒冰淇淋,,,,,,
,,,,,,,,,黄酒棒冰,,,,,,,,,,,,,,,,,黄酒博物馆文创店,,,,,comprehensive,,特产,,,,,,,,黄酒棒冰——中国黄酒博物馆附设商店，可品酒购酒。从三年陈到三十年陈应有尽有。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:黄酒棒冰,,,,,,
,,,,,,,,古越龙山酒楼,古越龙山黄酒,,,,,,,,,,,,,,,,,古越龙山体验馆,,,,,comprehensive,,特产,,,,美食0173,,,,古越龙山黄酒——绍兴黄酒龙头企业古越龙山的体验馆。可参观酿酒过程，品尝不同年份黄酒，定制专属花雕酒坛。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:古越龙山黄酒,,,,,,
,,,,,,,,,定制花雕,,,,,,,,,,,,,,,,,古越龙山体验馆,,,,,comprehensive,,特产,,,,,,,,定制花雕——绍兴黄酒龙头企业古越龙山的体验馆。可参观酿酒过程，品尝不同年份黄酒，定制专属花雕酒坛。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:定制花雕,,,,,,
,,,,,,,,,黄酒巧克力,,,,,,,,,,,,,,,,,古越龙山体验馆,,,,,comprehensive,,特产,,,,,,,,黄酒巧克力——绍兴黄酒龙头企业古越龙山的体验馆。可参观酿酒过程，品尝不同年份黄酒，定制专属花雕酒坛。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:黄酒巧克力,,,,,,
,,,,,,,,绍兴特产·母子酱油,母子酱油,,,,,,,,,,,,,,,,,安昌古镇仁昌酱园,,,,,comprehensive,,特产,,,,美食0165,,,,母子酱油——创建于清光绪十八年（1892年），至今仍用传统工艺晒制酱油。园区免费参观，可购买手工酱油和酱货。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:母子酱油,,,,,,
,,,,,,,,,太油,,,,,,,,,,,,,,,,,安昌古镇仁昌酱园,,,,,comprehensive,,特产,,,,,,,,太油——创建于清光绪十八年（1892年），至今仍用传统工艺晒制酱油。园区免费参观，可购买手工酱油和酱货。,,local_food,,comprehensive,,,,,2,,,comprehensive:dish:太油,,,,,,
